player,game,round,current_score,round_score,placement,round_wins,game_wins,last_trick
Random4,24,1,8,1,0,4,6,False
DQN,24,2,17,17,0,116,7,False
Random2,24,2,-3,-10,3,4,6,False
Random3,24,2,5,4,2,4,5,False
Random4,24,2,13,4,1,4,6,False
DQN,24,3,22,5,1,116,7,False
Random2,24,3,-3,0,3,4,6,False
Random3,24,3,12,7,0,4,5,False
Random4,24,3,17,7,2,4,6,False
DQN,24,4,22,0,2,116,7,False
Random2,24,4,-8,-5,3,4,6,False
Random3,24,4,32,20,0,4,5,False
Random4,24,4,18,20,1,4,6,False
DQN,24,5,23,1,2,116,7,False
Random2,24,5,-2,6,1,4,6,False
Random3,24,5,22,-10,3,4,5,False
Random4,24,5,37,-10,0,4,6,False
DQN,24,6,27,4,1,116,7,False
Random2,24,6,-2,0,2,4,6,False
Random3,24,6,35,13,0,4,5,False
Random4,24,6,36,13,3,4,6,False
DQN,24,7,38,11,0,116,7,False
Random2,24,7,1,3,1,4,6,False
Random3,24,7,35,0,3,4,5,False
Random4,24,7,38,0,2,4,6,False
DQN,24,8,38,0,3,117,7,False
Random2,24,8,5,4,2,4,6,False
Random3,24,8,42,7,0,4,5,False
Random4,24,8,43,7,1,4,6,False
DQN,24,9,42,4,1,117,7,False
Random2,24,9,13,8,0,4,6,False
Random3,24,9,43,1,3,4,5,False
Random4,24,9,46,1,2,4,6,False
DQN,24,10,47,5,1,117,7,False
Random2,24,10,30,17,0,4,6,False
Random3,24,10,43,0,2,4,5,False
Random4,24,10,40,0,3,4,6,False
DQN,24,11,47,0,1,117,7,False
Random2,24,11,25,-5,3,4,6,False
Random3,24,11,43,0,1,4,5,False
Random4,24,11,61,0,0,4,6,False
DQN,24,12,52,5,1,117,7,False
Random2,24,12,46,21,0,4,6,False
Random3,24,12,33,-10,3,4,5,False
Random4,24,12,61,-10,2,4,6,False
DQN,24,13,46,-6,3,118,7,False
Random2,24,13,60,14,0,4,6,False
Random3,24,13,40,7,1,4,5,False
Random4,24,13,62,7,2,4,6,False
DQN,24,14,47,1,2,118,7,False
Random2,24,14,63,3,1,4,6,False
Random3,24,14,52,12,0,4,5,False
Random4,24,14,62,12,3,4,6,False
DQN,24,15,55,8,0,118,7,False
Random2,24,15,67,4,1,4,6,False
Random3,24,15,55,3,2,4,5,False
Random4,24,15,63,3,3,4,6,False
DQN,24,16,53,-2,3,119,7,False
Random2,24,16,67,0,2,4,6,False
Random3,24,16,59,4,1,4,5,False
Random4,24,16,77,4,0,4,6,False
DQN,24,17,73,20,0,119,7,False
Random2,24,17,57,-10,3,4,6,False
Random3,24,17,61,2,2,4,5,False
Random4,24,17,81,2,1,4,6,False
DQN,24,18,73,0,2,119,7,False
Random2,24,18,61,4,1,4,6,False
Random3,24,18,79,18,0,4,5,False
Random4,24,18,75,18,3,4,6,False
DQN,24,19,86,13,0,119,7,False
Random2,24,19,72,11,1,4,6,False
Random3,24,19,71,-8,3,4,5,False
Random4,24,19,75,-8,2,4,6,False
DQN,24,20,90,4,2,119,7,False
Random2,24,20,72,0,3,4,6,False
Random3,24,20,76,5,1,4,5,False
Random4,24,20,82,5,0,4,6,False
DQN,24,20,108,18,0,119,7,True
Random2,24,20,66,-6,3,4,6,True
Random3,24,20,77,1,2,4,7,True
Random4,24,20,85,1,1,4,6,True
DQN,25,1,-7,-7,3,120,7,False
Random2,25,1,2,2,2,4,7,False
Random3,25,1,18,18,0,4,5,False
Random4,25,1,3,18,1,4,6,False
DQN,25,2,-4,3,1,120,7,False
Random2,25,2,3,1,2,4,7,False
Random3,25,2,32,14,0,4,5,False
Random4,25,2,1,14,3,4,6,False
DQN,25,3,3,7,1,120,7,False
Random2,25,3,-6,-9,3,4,7,False
Random3,25,3,33,1,2,4,5,False
Random4,25,3,18,1,0,4,6,False
DQN,25,4,7,4,1,120,7,False
Random2,25,4,2,8,0,4,7,False
Random3,25,4,37,4,1,4,5,False
Random4,25,4,18,4,3,4,6,False
DQN,25,5,8,1,2,120,7,False
Random2,25,5,-4,-6,3,4,7,False
Random3,25,5,41,4,1,4,5,False
Random4,25,5,35,4,0,4,6,False
DQN,25,6,27,19,0,120,7,False
Random2,25,6,-4,0,2,4,7,False
Random3,25,6,34,-7,3,4,5,False
Random4,25,6,39,-7,1,4,6,False
DQN,25,7,35,8,0,120,7,False
Random2,25,7,-4,0,2,4,7,False
Random3,25,7,42,8,0,4,5,False
Random4,25,7,39,8,2,4,6,False
DQN,25,8,35,0,2,121,7,False
Random2,25,8,-1,3,1,4,7,False
Random3,25,8,42,0,2,4,5,False
Random4,25,8,52,0,0,4,6,False
DQN,25,9,35,0,2,121,7,False
Random2,25,9,16,17,0,4,7,False
Random3,25,9,44,2,1,4,5,False
Random4,25,9,49,2,3,4,6,False
DQN,25,10,38,3,1,121,7,False
Random2,25,10,34,18,0,4,7,False
Random3,25,10,39,-5,3,4,5,False
Random4,25,10,49,-5,2,4,6,False
DQN,25,11,28,-10,3,122,7,False
Random2,25,11,52,18,0,4,7,False
Random3,25,11,43,4,1,4,5,False
Random4,25,11,53,4,1,4,6,False
DQN,25,12,30,2,2,122,7,False
Random2,25,12,70,18,0,4,7,False
Random3,25,12,36,-7,3,4,5,False
Random4,25,12,56,-7,1,4,6,False
DQN,25,13,27,-3,3,123,7,False
Random2,25,13,87,17,0,4,7,False
Random3,25,13,38,2,1,4,5,False
Random4,25,13,56,2,2,4,6,False
DQN,25,14,34,7,1,123,7,False
Random2,25,14,88,1,2,4,7,False
Random3,25,14,38,0,3,4,5,False
Random4,25,14,64,0,0,4,6,False
DQN,25,15,37,3,2,123,7,False
Random2,25,15,78,-10,3,4,7,False
Random3,25,15,57,19,0,4,5,False
Random4,25,15,68,19,1,4,6,False
DQN,25,16,51,14,0,123,7,False
Random2,25,16,86,8,1,4,7,False
Random3,25,16,61,4,2,4,5,False
Random4,25,16,58,4,3,4,6,False
DQN,25,17,56,5,1,123,7,False
Random2,25,17,99,13,0,4,7,False
Random3,25,17,56,-5,3,4,5,False
Random4,25,17,61,-5,2,4,6,False
DQN,25,18,59,3,1,123,7,False
Random2,25,18,99,0,2,4,7,False
Random3,25,18,52,-4,3,4,5,False
Random4,25,18,78,-4,0,4,6,False
DQN,25,18,73,14,0,123,7,True
Random2,25,18,104,5,1,4,7,True
Random3,25,18,55,3,2,4,5,True
Random4,25,18,72,3,3,4,6,True
DQN,26,1,4,4,1,123,7,False
Random2,26,1,19,19,0,4,7,False
Random3,26,1,-10,-10,3,4,6,False
Random4,26,1,3,-10,2,4,6,False
DQN,26,2,4,0,2,124,7,False
Random2,26,2,19,0,2,4,7,False
Random3,26,2,-5,5,1,4,6,False
Random4,26,2,14,5,0,4,6,False
DQN,26,3,11,7,1,124,7,False
Random2,26,3,20,1,2,4,7,False
Random3,26,3,-10,-5,3,4,6,False
Random4,26,3,27,-5,0,4,6,False
DQN,26,4,11,0,2,124,7,False
Random2,26,4,24,4,1,4,7,False
Random3,26,4,11,21,0,4,6,False
Random4,26,4,18,21,3,4,6,False
DQN,26,5,19,8,1,124,7,False
Random2,26,5,24,0,2,4,7,False
Random3,26,5,1,-10,3,4,6,False
Random4,26,5,36,-10,0,4,6,False
DQN,26,6,29,10,0,124,7,False
Random2,26,6,25,1,2,4,7,False
Random3,26,6,6,5,1,4,6,False
Random4,26,6,36,5,3,4,6,False
DQN,26,7,37,8,0,124,7,False
Random2,26,7,25,0,3,4,7,False
Random3,26,7,10,4,1,4,6,False
Random4,26,7,40,4,1,4,6,False
DQN,26,8,41,4,2,124,7,False
Random2,26,8,25,0,3,4,7,False
Random3,26,8,17,7,0,4,6,False
Random4,26,8,45,7,1,4,6,False
DQN,26,9,31,-10,3,125,7,False
Random2,26,9,29,4,1,4,7,False
Random3,26,9,21,4,1,4,6,False
Random4,26,9,63,4,0,4,6,False
DQN,26,10,35,4,2,125,7,False
Random2,26,10,20,-9,3,4,7,False
Random3,26,10,26,5,1,4,6,False
Random4,26,10,79,5,0,4,6,False
DQN,26,11,51,16,0,125,7,False
Random2,26,11,10,-10,3,4,7,False
Random3,26,11,26,0,2,4,6,False
Random4,26,11,89,0,1,4,6,False
DQN,26,11,59,8,1,125,7,True
Random2,26,11,1,-9,3,4,7,True
Random3,26,11,26,0,2,4,8,True
Random4,26,11,106,0,0,4,6,True
DQN,27,1,8,8,1,125,7,False
Random2,27,1,17,17,0,4,8,False
Random3,27,1,1,1,2,4,6,False
Random4,27,1,-10,1,3,4,6,False
DQN,27,2,9,1,1,125,7,False
Random2,27,2,16,-1,3,4,8,False
Random3,27,2,1,0,2,4,6,False
Random4,27,2,6,0,0,4,6,False
DQN,27,3,13,4,1,125,7,False
Random2,27,3,31,15,0,4,8,False
Random3,27,3,-6,-7,3,4,6,False
Random4,27,3,10,-7,1,4,6,False
DQN,27,4,3,-10,3,126,7,False
Random2,27,4,31,0,2,4,8,False
Random3,27,4,-1,5,1,4,6,False
Random4,27,4,31,5,0,4,6,False
DQN,27,5,23,20,0,126,7,False
Random2,27,5,31,0,2,4,8,False
Random3,27,5,3,4,1,4,6,False
Random4,27,5,23,4,3,4,6,False
DQN,27,6,27,4,2,126,7,False
Random2,27,6,31,0,3,4,8,False
Random3,27,6,10,7,0,4,6,False
Random4,27,6,28,7,1,4,6,False
DQN,27,7,48,21,0,126,7,False
Random2,27,7,23,-8,3,4,8,False
Random3,27,7,10,0,2,4,6,False
Random4,27,7,31,0,1,4,6,False
DQN,27,8,61,13,0,126,7,False
Random2,27,8,25,2,1,4,8,False
Random3,27,8,10,0,3,4,6,False
Random4,27,8,32,0,2,4,6,False
DQN,27,9,61,0,2,126,7,False
Random2,27,9,20,-5,3,4,8,False
Random3,27,9,23,13,0,4,6,False
Random4,27,9,40,13,1,4,6,False
DQN,27,10,61,0,2,127,7,False
Random2,27,10,27,7,1,4,8,False
Random3,27,10,32,9,0,4,6,False
Random4,27,10,40,9,2,4,6,False
DQN,27,11,61,0,2,128,7,False
Random2,27,11,31,4,1,4,8,False
Random3,27,11,44,12,0,4,6,False
Random4,27,11,40,12,2,4,6,False
DQN,27,12,77,16,0,128,7,False
Random2,27,12,21,-10,3,4,8,False
Random3,27,12,44,0,2,4,6,False
Random4,27,12,50,0,1,4,6,False
DQN,27,13,68,-9,3,129,7,False
Random2,27,13,25,4,2,4,8,False
Random3,27,13,51,7,1,4,6,False
Random4,27,13,64,7,0,4,6,False
DQN,27,14,85,17,0,129,7,False
Random2,27,14,25,0,1,4,8,False
Random3,27,14,51,0,1,4,6,False
Random4,27,14,63,0,3,4,6,False
DQN,27,15,92,7,1,129,7,False
Random2,27,15,18,-7,3,4,8,False
Random3,27,15,52,1,2,4,6,False
Random4,27,15,78,1,0,4,6,False
DQN,27,16,92,0,2,129,7,False
Random2,27,16,12,-6,3,4,8,False
Random3,27,16,66,14,0,4,6,False
Random4,27,16,86,14,1,4,6,False
DQN,27,17,93,1,2,129,7,False
Random2,27,17,12,0,3,4,8,False
Random3,27,17,75,9,0,4,6,False
Random4,27,17,92,9,1,4,6,False
DQN,27,17,87,-6,3,130,7,True
Random2,27,17,21,9,1,4,8,True
Random3,27,17,75,0,2,4,9,True
Random4,27,17,105,0,0,4,6,True
DQN,28,1,14,14,0,130,7,False
Random2,28,1,4,4,1,4,9,False
Random3,28,1,-5,-5,3,4,6,False
Random4,28,1,3,-5,2,4,6,False
DQN,28,2,14,0,2,131,7,False
Random2,28,2,5,1,1,4,9,False
Random3,28,2,-5,0,2,4,6,False
Random4,28,2,18,0,0,4,6,False
DQN,28,3,19,5,1,131,7,False
Random2,28,3,10,5,1,4,9,False
Random3,28,3,11,16,0,4,6,False
Random4,28,3,8,16,3,4,6,False
DQN,28,4,19,0,1,131,7,False
Random2,28,4,5,-5,3,4,9,False
Random3,28,4,11,0,1,4,6,False
Random4,28,4,29,0,0,4,6,False
DQN,28,5,20,1,1,131,7,False
Random2,28,5,20,15,0,4,9,False
Random3,28,5,11,0,2,4,6,False
Random4,28,5,29,0,2,4,6,False
DQN,28,6,21,1,2,131,7,False
Random2,28,6,40,20,0,4,9,False
Random3,28,6,14,3,1,4,6,False
Random4,28,6,21,3,3,4,6,False
DQN,28,7,31,10,1,131,7,False
Random2,28,7,43,3,2,4,9,False
Random3,28,7,4,-10,3,4,6,False
Random4,28,7,34,-10,0,4,6,False
DQN,28,8,38,7,1,131,7,False
Random2,28,8,59,16,0,4,9,False
Random3,28,8,-6,-10,3,4,6,False
Random4,28,8,37,-10,2,4,6,False
DQN,28,9,41,3,1,131,7,False
Random2,28,9,59,0,3,4,9,False
Random3,28,9,4,10,0,4,6,False
Random4,28,9,40,10,1,4,6,False
DQN,28,10,57,16,0,131,7,False
Random2,28,10,59,0,2,4,9,False
Random3,28,10,8,4,1,4,6,False
Random4,28,10,36,4,3,4,6,False
DQN,28,11,63,6,1,131,7,False
Random2,28,11,79,20,0,4,9,False
Random3,28,11,-2,-10,3,4,6,False
Random4,28,11,36,-10,2,4,6,False
DQN,28,12,63,0,3,132,7,False
Random2,28,12,89,10,0,4,9,False
Random3,28,12,2,4,1,4,6,False
Random4,28,12,38,4,2,4,6,False
DQN,28,13,79,16,0,132,7,False
Random2,28,13,89,0,2,4,9,False
Random3,28,13,-2,-4,3,4,6,False
Random4,28,13,42,-4,1,4,6,False
DQN,28,13,79,0,2,133,7,True
Random2,28,13,101,12,0,4,9,True
Random3,28,13,2,4,1,4,6,True
Random4,28,13,42,4,2,4,7,True
DQN,29,1,2,2,2,133,7,False
Random2,29,1,6,6,1,4,9,False
Random3,29,1,0,0,3,4,7,False
Random4,29,1,8,0,0,4,6,False
DQN,29,2,2,0,3,134,7,False
Random2,29,2,12,6,1,4,9,False
Random3,29,2,7,7,0,4,7,False
Random4,29,2,11,7,2,4,6,False
DQN,29,3,-8,-10,3,135,7,False
Random2,29,3,12,0,2,4,9,False
Random3,29,3,14,7,1,4,7,False
Random4,29,3,30,7,0,4,6,False
DQN,29,4,7,15,0,135,7,False
Random2,29,4,2,-10,3,4,9,False
Random3,29,4,15,1,2,4,7,False
Random4,29,4,40,1,1,4,6,False
DQN,29,5,9,2,1,135,7,False
Random2,29,5,-5,-7,3,4,9,False
Random3,29,5,15,0,2,4,7,False
Random4,29,5,61,0,0,4,6,False
DQN,29,6,-1,-10,3,136,7,False
Random2,29,6,-4,1,1,4,9,False
Random3,29,6,15,0,2,4,7,False
Random4,29,6,86,0,0,4,6,False
DQN,29,7,0,1,3,137,7,False
Random2,29,7,0,4,1,4,9,False
Random3,29,7,22,7,0,4,7,False
Random4,29,7,90,7,1,4,6,False
DQN,29,8,14,14,0,137,7,False
Random2,29,8,7,7,1,4,9,False
Random3,29,8,22,0,2,4,7,False
Random4,29,8,85,0,3,4,6,False
DQN,29,9,7,-7,3,138,7,False
Random2,29,9,30,23,0,4,9,False
Random3,29,9,22,0,1,4,7,False
Random4,29,9,85,0,1,4,6,False
DQN,29,10,10,3,1,138,7,False
Random2,29,10,30,0,2,4,9,False
Random3,29,10,40,18,0,4,7,False
Random4,29,10,80,18,3,4,6,False
DQN,29,11,21,11,0,138,7,False
Random2,29,11,34,4,1,4,9,False
Random3,29,11,40,0,3,4,7,False
Random4,29,11,81,0,2,4,6,False
DQN,29,12,22,1,2,138,7,False
Random2,29,12,42,8,1,4,9,False
Random3,29,12,53,13,0,4,7,False
Random4,29,12,75,13,3,4,6,False
DQN,29,13,32,10,0,138,7,False
Random2,29,13,45,3,1,4,9,False
Random3,29,13,56,3,1,4,7,False
Random4,29,13,75,3,3,4,6,False
DQN,29,14,35,3,1,138,7,False
Random2,29,14,63,18,0,4,9,False
Random3,29,14,56,0,2,4,7,False
Random4,29,14,70,0,3,4,6,False
DQN,29,15,39,4,1,138,7,False
Random2,29,15,81,18,0,4,9,False
Random3,29,15,56,0,2,4,7,False
Random4,29,15,64,0,3,4,6,False
DQN,29,16,39,0,2,138,7,False
Random2,29,16,99,18,0,4,9,False
Random3,29,16,47,-9,3,4,7,False
Random4,29,16,71,-9,1,4,6,False
DQN,29,17,39,0,1,138,7,False
Random2,29,17,93,-6,3,4,9,False
Random3,29,17,69,22,0,4,7,False
Random4,29,17,71,22,1,4,6,False
DQN,29,18,30,-9,3,139,7,False
Random2,29,18,95,2,1,4,9,False
Random3,29,18,92,23,0,4,7,False
Random4,29,18,71,23,2,4,6,False
DQN,29,18,45,15,0,139,7,True
Random2,29,18,97,2,2,4,9,True
Random3,29,18,101,9,1,4,8,True
Random4,29,18,61,9,3,4,6,True
DQN,30,1,-6,-6,3,140,8,False
Random2,30,1,3,3,1,4,9,False
Random3,30,1,0,0,2,4,7,False
Random4,30,1,19,0,0,4,6,False
DQN,30,2,-2,4,2,140,8,False
Random2,30,2,4,1,3,4,9,False
Random3,30,2,5,5,1,4,7,False
Random4,30,2,25,5,0,4,6,False
DQN,30,3,1,3,2,140,8,False
Random2,30,3,9,5,1,4,9,False
Random3,30,3,13,8,0,4,7,False
Random4,30,3,25,8,3,4,6,False
DQN,30,4,11,10,0,140,8,False
Random2,30,4,10,1,2,4,9,False
Random3,30,4,17,4,1,4,7,False
Random4,30,4,26,4,2,4,6,False
DQN,30,5,16,5,1,140,8,False
Random2,30,5,10,0,2,4,9,False
Random3,30,5,28,11,0,4,7,False
Random4,30,5,26,11,2,4,6,False
DQN,30,6,18,2,1,140,8,False
Random2,30,6,10,0,3,4,9,False
Random3,30,6,29,1,2,4,7,False
Random4,30,6,39,1,0,4,6,False
DQN,30,7,35,17,0,140,8,False
Random2,30,7,11,1,2,4,9,False
Random3,30,7,33,4,1,4,7,False
Random4,30,7,33,4,3,4,6,False
DQN,30,8,48,13,0,140,8,False
Random2,30,8,14,3,2,4,9,False
Random3,30,8,39,6,1,4,7,False
Random4,30,8,27,6,3,4,6,False
DQN,30,9,39,-9,3,141,8,False
Random2,30,9,15,1,2,4,9,False
Random3,30,9,43,4,1,4,7,False
Random4,30,9,47,4,0,4,6,False
DQN,30,10,50,11,0,141,8,False
Random2,30,10,15,0,2,4,9,False
Random3,30,10,48,5,1,4,7,False
Random4,30,10,47,5,2,4,6,False
DQN,30,11,41,-9,3,142,8,False
Random2,30,11,20,5,2,4,9,False
Random3,30,11,54,6,1,4,7,False
Random4,30,11,61,6,0,4,6,False
DQN,30,12,45,4,2,142,8,False
Random2,30,12,12,-8,3,4,9,False
Random3,30,12,61,7,1,4,7,False
Random4,30,12,74,7,0,4,6,False
DQN,30,13,46,1,2,142,8,False
Random2,30,13,19,7,1,4,9,False
Random3,30,13,55,-6,3,4,7,False
Random4,30,13,88,-6,0,4,6,False
DQN,30,14,49,3,1,142,8,False
Random2,30,14,22,3,1,4,9,False
Random3,30,14,73,18,0,4,7,False
Random4,30,14,80,18,3,4,6,False
DQN,30,14,43,-6,3,143,8,True
Random2,30,14,22,0,2,4,9,True
Random3,30,14,74,1,1,4,10,True
Random4,30,14,101,1,0,4,6,True
DQN,31,1,4,4,1,143,8,False
Random2,31,1,7,7,0,4,10,False
Random3,31,1,4,4,1,4,7,False
Random4,31,1,1,4,3,4,6,False
DQN,31,2,14,10,0,143,8,False
Random2,31,2,8,1,2,4,10,False
Random3,31,2,8,4,1,4,7,False
Random4,31,2,2,4,2,4,6,False
DQN,31,3,18,4,1,143,8,False
Random2,31,3,-1,-9,3,4,10,False
Random3,31,3,9,1,2,4,7,False
Random4,31,3,22,1,0,4,6,False
DQN,31,4,10,-8,3,144,8,False
Random2,31,4,3,4,1,4,10,False
Random3,31,4,9,0,2,4,7,False
Random4,31,4,42,0,0,4,6,False
DQN,31,5,24,14,0,144,8,False
Random2,31,5,13,10,1,4,10,False
Random3,31,5,1,-8,3,4,7,False
Random4,31,5,42,-8,2,4,6,False
DQN,31,6,18,-6,3,145,8,False
Random2,31,6,13,0,2,4,10,False
Random3,31,6,17,16,0,4,7,False
Random4,31,6,48,16,1,4,6,False
DQN,31,7,30,12,1,145,8,False
Random2,31,7,4,-9,3,4,10,False
Random3,31,7,17,0,2,4,7,False
Random4,31,7,61,0,0,4,6,False
DQN,31,8,30,0,2,146,8,False
Random2,31,8,14,10,0,4,10,False
Random3,31,8,23,6,1,4,7,False
Random4,31,8,61,6,2,4,6,False
DQN,31,9,31,1,2,146,8,False
Random2,31,9,31,17,0,4,10,False
Random3,31,9,17,-6,3,4,7,False
Random4,31,9,65,-6,1,4,6,False
DQN,31,10,38,7,1,146,8,False
Random2,31,10,47,16,0,4,10,False
Random3,31,10,9,-8,3,4,7,False
Random4,31,10,66,-8,2,4,6,False
DQN,31,11,49,11,1,146,8,False
Random2,31,11,47,0,2,4,10,False
Random3,31,11,1,-8,3,4,7,False
Random4,31,11,79,-8,0,4,6,False
DQN,31,12,58,9,0,146,8,False
Random2,31,12,47,0,2,4,10,False
Random3,31,12,1,0,2,4,7,False
Random4,31,12,86,0,1,4,6,False
DQN,31,13,58,0,2,146,8,False
Random2,31,13,48,1,1,4,10,False
Random3,31,13,20,19,0,4,7,False
Random4,31,13,82,19,3,4,6,False
DQN,31,14,73,15,0,146,8,False
Random2,31,14,52,4,2,4,10,False
Random3,31,14,11,-9,3,4,7,False
Random4,31,14,88,-9,1,4,6,False
DQN,31,15,75,2,1,146,8,False
Random2,31,15,42,-10,3,4,10,False
Random3,31,15,35,24,0,4,7,False
Random4,31,15,88,24,2,4,6,False
DQN,31,16,75,0,2,147,8,False
Random2,31,16,54,12,0,4,10,False
Random3,31,16,35,0,2,4,7,False
Random4,31,16,92,0,1,4,6,False
DQN,31,17,90,15,0,147,8,False
Random2,31,17,55,1,1,4,10,False
Random3,31,17,35,0,2,4,7,False
Random4,31,17,92,0,2,4,6,False
DQN,31,17,94,4,1,147,8,True
Random2,31,17,55,0,2,4,10,True
Random3,31,17,33,-2,3,4,7,True
Random4,31,17,106,-2,0,4,8,True
DQN,32,1,3,3,1,147,8,False
Random2,32,1,0,0,2,4,10,False
Random3,32,1,0,0,2,4,8,False
Random4,32,1,13,0,0,4,6,False
DQN,32,2,3,0,3,148,8,False
Random2,32,2,1,1,1,4,10,False
Random3,32,2,1,1,1,4,8,False
Random4,32,2,27,1,0,4,6,False
DQN,32,3,3,0,2,148,8,False
Random2,32,3,3,2,1,4,10,False
Random3,32,3,-9,-10,3,4,8,False
Random4,32,3,51,-10,0,4,6,False
DQN,32,4,21,18,0,148,8,False
Random2,32,4,10,7,1,4,10,False
Random3,32,4,-9,0,2,4,8,False
Random4,32,4,42,0,3,4,6,False
DQN,32,5,25,4,1,148,8,False
Random2,32,5,11,1,3,4,10,False
Random3,32,5,-5,4,1,4,8,False
Random4,32,5,49,4,0,4,6,False
DQN,32,6,29,4,1,148,8,False
Random2,32,6,14,3,3,4,10,False
Random3,32,6,0,5,0,4,8,False
Random4,32,6,53,5,1,4,6,False
DQN,32,7,33,4,1,148,8,False
Random2,32,7,14,0,2,4,10,False
Random3,32,7,21,21,0,4,8,False
Random4,32,7,44,21,3,4,6,False
DQN,32,8,31,-2,3,149,8,False
Random2,32,8,14,0,2,4,10,False
Random3,32,8,36,15,0,4,8,False
Random4,32,8,47,15,1,4,6,False
DQN,32,9,27,-4,3,150,8,False
Random2,32,9,14,0,2,4,10,False
Random3,32,9,49,13,0,4,8,False
Random4,32,9,54,13,1,4,6,False
DQN,32,10,40,13,0,150,8,False
Random2,32,10,20,6,2,4,10,False
Random3,32,10,56,7,1,4,8,False
Random4,32,10,44,7,3,4,6,False
DQN,32,11,31,-9,3,151,8,False
Random2,32,11,30,10,1,4,10,False
Random3,32,11,56,0,2,4,8,False
Random4,32,11,59,0,0,4,6,False
DQN,32,12,32,1,1,151,8,False
Random2,32,12,30,0,2,4,10,False
Random3,32,12,56,0,2,4,8,False
Random4,32,12,74,0,0,4,6,False
DQN,32,13,49,17,0,151,8,False
Random2,32,13,34,4,1,4,10,False
Random3,32,13,56,0,2,4,8,False
Random4,32,13,69,0,3,4,6,False
DQN,32,14,39,-10,3,152,8,False
Random2,32,14,34,0,2,4,10,False
Random3,32,14,80,24,0,4,8,False
Random4,32,14,71,24,1,4,6,False
DQN,32,15,44,5,1,152,8,False
Random2,32,15,34,0,2,4,10,False
Random3,32,15,72,-8,3,4,8,False
Random4,32,15,90,-8,0,4,6,False
DQN,32,16,51,7,0,152,8,False
Random2,32,16,38,4,2,4,10,False
Random3,32,16,72,0,3,4,8,False
Random4,32,16,95,0,1,4,6,False
DQN,32,17,52,1,2,152,8,False
Random2,32,17,56,18,0,4,10,False
Random3,32,17,77,5,1,4,8,False
Random4,32,17,87,5,3,4,6,False
DQN,32,18,67,15,0,152,8,False
Random2,32,18,56,0,2,4,10,False
Random3,32,18,82,5,1,4,8,False
Random4,32,18,83,5,3,4,6,False
DQN,32,19,71,4,1,152,8,False
Random2,32,19,76,20,0,4,10,False
Random3,32,19,72,-10,3,4,8,False
Random4,32,19,85,-10,2,4,6,False
DQN,32,19,71,0,2,152,8,True
Random2,32,19,70,-6,3,4,10,True
Random3,32,19,73,1,1,4,11,True
Random4,32,19,106,1,0,4,6,True
DQN,33,1,5,5,1,152,8,False
Random2,33,1,0,0,2,4,11,False
Random3,33,1,-8,-8,3,4,8,False
Random4,33,1,19,-8,0,4,6,False
DQN,33,2,1,-4,3,153,8,False
Random2,33,2,4,4,1,4,11,False
Random3,33,2,-6,2,2,4,8,False
Random4,33,2,33,2,0,4,6,False
DQN,33,3,16,15,0,153,8,False
Random2,33,3,4,0,2,4,11,False
Random3,33,3,-6,0,2,4,8,False
Random4,33,3,34,0,1,4,6,False
DQN,33,4,8,-8,3,154,8,False
Random2,33,4,20,16,0,4,11,False
Random3,33,4,-6,0,2,4,8,False
Random4,33,4,42,0,1,4,6,False
DQN,33,5,15,7,1,154,8,False
Random2,33,5,34,14,0,4,11,False
Random3,33,5,-5,1,2,4,8,False
Random4,33,5,36,1,3,4,6,False
DQN,33,6,18,3,1,154,8,False
Random2,33,6,25,-9,3,4,11,False
Random3,33,6,-2,3,1,4,8,False
Random4,33,6,55,3,0,4,6,False
DQN,33,7,18,0,2,154,8,False
Random2,33,7,19,-6,3,4,11,False
Random3,33,7,19,21,0,4,8,False
Random4,33,7,56,21,1,4,6,False
DQN,33,8,31,13,0,154,8,False
Random2,33,8,27,8,1,4,11,False
Random3,33,8,12,-7,3,4,8,False
Random4,33,8,58,-7,2,4,6,False
DQN,33,9,35,4,2,154,8,False
Random2,33,9,35,8,1,4,11,False
Random3,33,9,2,-10,3,4,8,False
Random4,33,9,72,-10,0,4,6,False
DQN,33,10,39,4,1,154,8,False
Random2,33,10,56,21,0,4,11,False
Random3,33,10,2,0,2,4,8,False
Random4,33,10,63,0,3,4,6,False
DQN,33,11,53,14,0,154,8,False
Random2,33,11,54,-2,3,4,11,False
Random3,33,11,3,1,2,4,8,False
Random4,33,11,66,1,1,4,6,False
DQN,33,12,53,0,2,155,8,False
Random2,33,12,59,5,1,4,11,False
Random3,33,12,3,0,2,4,8,False
Random4,33,12,77,0,0,4,6,False
DQN,33,12,44,-9,3,156,8,True
Random2,33,12,61,2,1,4,11,True
Random3,33,12,3,0,2,4,8,True
Random4,33,12,100,0,0,4,9,True
DQN,34,1,5,5,1,156,8,False
Random2,34,1,4,4,2,4,11,False
Random3,34,1,0,0,3,4,9,False
Random4,34,1,7,0,0,4,6,False
DQN,34,2,22,17,0,156,8,False
Random2,34,2,4,0,2,4,11,False
Random3,34,2,9,9,1,4,9,False
Random4,34,2,-3,9,3,4,6,False
DQN,34,3,22,0,2,156,8,False
Random2,34,3,6,2,1,4,11,False
Random3,34,3,29,20,0,4,9,False
Random4,34,3,-9,20,3,4,6,False
DQN,34,4,16,-6,3,157,8,False
Random2,34,4,22,16,0,4,11,False
Random3,34,4,34,5,1,4,9,False
Random4,34,4,-8,5,2,4,6,False
DQN,34,5,16,0,2,157,8,False
