player,game,round,current_score,round_score,placement,round_wins,game_wins,last_trick
Random3,49,10,87,0,2,4,3,False
Random4,49,10,22,0,2,4,2,False
ISMCTS,49,10,15,-10,3,278,44,True
Random2,49,10,30,4,2,4,1,True
Random3,49,10,102,15,0,4,3,True
Random4,49,10,29,15,1,4,2,True
ISMCTS,50,1,0,0,1,278,44,False
Random2,50,1,0,0,1,4,1,False
Random3,50,1,23,23,0,4,3,False
Random4,50,1,-7,23,3,4,2,False
ISMCTS,50,2,-4,-4,3,279,44,False
Random2,50,2,0,0,1,4,1,False
Random3,50,2,43,20,0,4,3,False
Random4,50,2,-7,20,1,4,2,False
ISMCTS,50,3,1,5,1,279,44,False
Random2,50,3,0,0,3,4,1,False
Random3,50,3,50,7,0,4,3,False
Random4,50,3,-3,7,2,4,2,False
ISMCTS,50,4,-8,-9,3,280,44,False
Random2,50,4,10,10,1,4,1,False
Random3,50,4,50,0,2,4,3,False
Random4,50,4,12,0,0,4,2,False
ISMCTS,50,5,-17,-9,3,281,44,False
Random2,50,5,10,0,2,4,1,False
Random3,50,5,62,12,1,4,3,False
Random4,50,5,25,12,0,4,2,False
ISMCTS,50,6,-17,0,1,281,44,False
Random2,50,6,10,0,1,4,1,False
Random3,50,6,80,18,0,4,3,False
Random4,50,6,23,18,3,4,2,False
ISMCTS,50,7,2,19,0,281,44,False
Random2,50,7,17,7,1,4,1,False
Random3,50,7,70,-10,3,4,3,False
Random4,50,7,23,-10,2,4,2,False
ISMCTS,50,8,6,4,2,281,44,False
Random2,50,8,24,7,0,4,1,False
Random3,50,8,70,0,3,4,3,False
Random4,50,8,28,0,1,4,2,False
ISMCTS,50,9,6,0,2,282,44,False
Random2,50,9,36,12,0,4,1,False
Random3,50,9,70,0,2,4,3,False
Random4,50,9,32,0,1,4,2,False
ISMCTS,50,10,9,3,2,282,44,False
Random2,50,10,53,17,0,4,1,False
Random3,50,10,75,5,1,4,3,False
Random4,50,10,23,5,3,4,2,False
ISMCTS,50,11,19,10,0,282,44,False
Random2,50,11,57,4,1,4,1,False
Random3,50,11,77,2,2,4,3,False
Random4,50,11,23,2,3,4,2,False
ISMCTS,50,12,10,-9,3,283,44,False
Random2,50,12,65,8,1,4,1,False
Random3,50,12,81,4,2,4,3,False
Random4,50,12,36,4,0,4,2,False
ISMCTS,50,13,11,1,1,283,44,False
Random2,50,13,79,14,0,4,1,False
Random3,50,13,81,0,3,4,3,False
Random4,50,13,37,0,1,4,2,False
ISMCTS,50,13,12,1,1,283,45,True
Random2,50,13,101,22,0,4,1,True
Random3,50,13,74,-7,3,4,3,True
Random4,50,13,37,-7,2,4,2,True
ISMCTS,51,1,0,0,2,284,45,False
Random2,51,1,12,12,0,4,1,False
Random3,51,1,4,4,1,4,3,False
Random4,51,1,0,4,2,4,2,False
ISMCTS,51,2,-6,-6,3,285,45,False
Random2,51,2,16,4,1,4,1,False
Random3,51,2,20,16,0,4,3,False
Random4,51,2,2,16,2,4,2,False
ISMCTS,51,3,-2,4,2,285,45,False
Random2,51,3,21,5,1,4,1,False
Random3,51,3,10,-10,3,4,3,False
Random4,51,3,19,-10,0,4,2,False
ISMCTS,51,4,-2,0,1,285,45,False
Random2,51,4,20,-1,3,4,1,False
Random3,51,4,27,17,0,4,3,False
Random4,51,4,19,17,1,4,2,False
ISMCTS,51,5,-8,-6,3,286,45,False
Random2,51,5,39,19,0,4,1,False
Random3,51,5,30,3,1,4,3,False
Random4,51,5,19,3,2,4,2,False
ISMCTS,51,6,-18,-10,3,287,45,False
Random2,51,6,40,1,2,4,1,False
Random3,51,6,35,5,1,4,3,False
Random4,51,6,39,5,0,4,2,False
ISMCTS,51,7,-11,7,1,287,45,False
Random2,51,7,55,15,0,4,1,False
Random3,51,7,27,-8,3,4,3,False
Random4,51,7,41,-8,2,4,2,False
ISMCTS,51,8,7,18,0,287,45,False
Random2,51,8,55,0,2,4,1,False
Random3,51,8,21,-6,3,4,3,False
Random4,51,8,45,-6,1,4,2,False
ISMCTS,51,9,9,2,1,287,45,False
Random2,51,9,55,0,2,4,1,False
Random3,51,9,35,14,0,4,3,False
Random4,51,9,45,14,2,4,2,False
ISMCTS,51,10,9,0,3,288,45,False
Random2,51,10,69,14,0,4,1,False
Random3,51,10,36,1,1,4,3,False
Random4,51,10,46,1,1,4,2,False
ISMCTS,51,11,14,5,1,288,45,False
Random2,51,11,60,-9,3,4,1,False
Random3,51,11,36,0,2,4,3,False
Random4,51,11,66,0,0,4,2,False
ISMCTS,51,12,17,3,1,288,45,False
Random2,51,12,53,-7,3,4,1,False
Random3,51,12,53,17,0,4,3,False
Random4,51,12,69,17,1,4,2,False
ISMCTS,51,13,17,0,2,289,45,False
Random2,51,13,53,0,2,4,1,False
Random3,51,13,64,11,0,4,3,False
Random4,51,13,74,11,1,4,2,False
ISMCTS,51,14,15,-2,3,290,45,False
Random2,51,14,71,18,0,4,1,False
Random3,51,14,64,0,1,4,3,False
Random4,51,14,74,0,1,4,2,False
ISMCTS,51,15,15,0,2,291,45,False
Random2,51,15,86,15,0,4,1,False
Random3,51,15,64,0,2,4,3,False
Random4,51,15,75,0,1,4,2,False
ISMCTS,51,16,17,2,2,291,45,False
Random2,51,16,95,9,0,4,1,False
Random3,51,16,64,0,3,4,3,False
Random4,51,16,80,0,1,4,2,False
ISMCTS,51,16,22,5,1,291,46,True
Random2,51,16,106,11,0,4,1,True
Random3,51,16,64,0,2,4,3,True
Random4,51,16,80,0,2,4,2,True
ISMCTS,52,1,4,4,1,291,46,False
Random2,52,1,8,8,0,4,1,False
Random3,52,1,4,4,1,4,3,False
Random4,52,1,0,4,3,4,2,False
ISMCTS,52,2,-1,-5,3,292,46,False
Random2,52,2,8,0,1,4,1,False
Random3,52,2,25,21,0,4,3,False
Random4,52,2,0,21,1,4,2,False
ISMCTS,52,3,-7,-6,3,293,46,False
Random2,52,3,8,0,2,4,1,False
Random3,52,3,26,1,1,4,3,False
Random4,52,3,21,1,0,4,2,False
ISMCTS,52,4,-16,-9,3,294,46,False
Random2,52,4,33,25,0,4,1,False
Random3,52,4,26,0,1,4,3,False
Random4,52,4,21,0,1,4,2,False
ISMCTS,52,5,-23,-7,3,295,46,False
Random2,52,5,33,0,2,4,1,False
Random3,52,5,44,18,0,4,3,False
Random4,52,5,26,18,1,4,2,False
ISMCTS,52,6,-32,-9,3,296,46,False
Random2,52,6,39,6,1,4,1,False
Random3,52,6,45,1,2,4,3,False
Random4,52,6,44,1,0,4,2,False
ISMCTS,52,7,-19,13,0,296,46,False
Random2,52,7,47,8,1,4,1,False
Random3,52,7,45,0,2,4,3,False
Random4,52,7,39,0,3,4,2,False
ISMCTS,52,8,-7,12,0,296,46,False
Random2,52,8,47,0,2,4,1,False
Random3,52,8,49,4,1,4,3,False
Random4,52,8,39,4,2,4,2,False
ISMCTS,52,9,-2,5,1,296,46,False
Random2,52,9,48,1,3,4,1,False
Random3,52,9,57,8,0,4,3,False
Random4,52,9,41,8,2,4,2,False
ISMCTS,52,10,-2,0,2,297,46,False
Random2,52,10,59,11,0,4,1,False
Random3,52,10,57,0,2,4,3,False
Random4,52,10,46,0,1,4,2,False
ISMCTS,52,11,2,4,1,297,46,False
Random2,52,11,57,-2,3,4,1,False
Random3,52,11,71,14,0,4,3,False
Random4,52,11,46,14,2,4,2,False
ISMCTS,52,12,10,8,1,297,46,False
Random2,52,12,74,17,0,4,1,False
Random3,52,12,72,1,2,4,3,False
Random4,52,12,36,1,3,4,2,False
ISMCTS,52,13,10,0,2,297,46,False
Random2,52,13,78,4,1,4,1,False
Random3,52,13,85,13,0,4,3,False
Random4,52,13,35,13,3,4,2,False
ISMCTS,52,14,27,17,0,297,46,False
Random2,52,14,82,4,1,4,1,False
Random3,52,14,76,-9,3,4,3,False
Random4,52,14,39,-9,1,4,2,False
ISMCTS,52,15,41,14,0,297,46,False
Random2,52,15,82,0,2,4,1,False
Random3,52,15,71,-5,3,4,3,False
Random4,52,15,46,-5,1,4,2,False
ISMCTS,52,16,32,-9,3,298,46,False
Random2,52,16,90,8,1,4,1,False
Random3,52,16,71,0,2,4,3,False
Random4,52,16,63,0,0,4,2,False
ISMCTS,52,17,32,0,2,298,46,False
Random2,52,17,88,-2,3,4,1,False
Random3,52,17,88,17,0,4,3,False
Random4,52,17,64,17,1,4,2,False
ISMCTS,52,18,32,0,2,298,46,False
Random2,52,18,89,1,1,4,1,False
Random3,52,18,86,-2,3,4,3,False
Random4,52,18,81,-2,0,4,2,False
ISMCTS,52,18,36,4,1,298,47,True
Random2,52,18,109,20,0,4,1,True
Random3,52,18,88,2,2,4,3,True
Random4,52,18,71,2,3,4,2,True
ISMCTS,53,1,21,21,0,298,47,False
Random2,53,1,-10,-10,3,4,1,False
Random3,53,1,5,5,1,4,3,False
Random4,53,1,0,5,2,4,2,False
ISMCTS,53,2,20,-1,3,299,47,False
Random2,53,2,-9,1,1,4,1,False
Random3,53,2,20,15,0,4,3,False
Random4,53,2,1,15,1,4,2,False
ISMCTS,53,3,20,0,2,299,47,False
Random2,53,3,-4,5,1,4,1,False
Random3,53,3,37,17,0,4,3,False
Random4,53,3,-5,17,3,4,2,False
ISMCTS,53,4,39,19,0,299,47,False
Random2,53,4,-4,0,1,4,1,False
Random3,53,4,37,0,1,4,3,False
Random4,53,4,-8,0,3,4,2,False
ISMCTS,53,5,39,0,1,299,47,False
Random2,53,5,-6,-2,3,4,1,False
Random3,53,5,55,18,0,4,3,False
Random4,53,5,-8,18,1,4,2,False
ISMCTS,53,6,37,-2,3,300,47,False
Random2,53,6,-6,0,1,4,1,False
Random3,53,6,73,18,0,4,3,False
Random4,53,6,-8,18,1,4,2,False
ISMCTS,53,7,50,13,0,300,47,False
Random2,53,7,-6,0,2,4,1,False
Random3,53,7,72,-1,3,4,3,False
Random4,53,7,-4,-1,1,4,2,False
ISMCTS,53,8,50,0,2,300,47,False
Random2,53,8,2,8,1,4,1,False
Random3,53,8,87,15,0,4,3,False
Random4,53,8,-11,15,3,4,2,False
ISMCTS,53,9,50,0,2,300,47,False
Random2,53,9,-4,-6,3,4,1,False
Random3,53,9,93,6,1,4,3,False
Random4,53,9,5,6,0,4,2,False
ISMCTS,53,9,56,6,1,300,47,True
Random2,53,9,-1,3,2,4,1,True
Random3,53,9,100,7,0,4,2,True
Random4,53,9,5,7,3,4,2,True
ISMCTS,54,1,-7,-7,3,301,47,False
Random2,54,1,2,2,1,4,2,False
Random3,54,1,20,20,0,4,3,False
Random4,54,1,1,20,2,4,2,False
ISMCTS,54,2,-12,-5,3,302,47,False
Random2,54,2,7,5,1,4,2,False
Random3,54,2,33,13,0,4,3,False
Random4,54,2,4,13,2,4,2,False
ISMCTS,54,3,-8,4,1,302,47,False
Random2,54,3,7,0,2,4,2,False
Random3,54,3,29,-4,3,4,3,False
Random4,54,3,20,-4,0,4,2,False
ISMCTS,54,4,-8,0,3,303,47,False
Random2,54,4,13,6,1,4,2,False
Random3,54,4,36,7,0,4,3,False
Random4,54,4,23,7,2,4,2,False
ISMCTS,54,5,-13,-5,3,304,47,False
Random2,54,5,14,1,2,4,2,False
Random3,54,5,43,7,1,4,3,False
Random4,54,5,36,7,0,4,2,False
ISMCTS,54,6,-22,-9,3,305,47,False
Random2,54,6,18,4,2,4,2,False
Random3,54,6,50,7,1,4,3,False
Random4,54,6,50,7,0,4,2,False
ISMCTS,54,7,-26,-4,3,306,47,False
Random2,54,7,18,0,1,4,2,False
Random3,54,7,50,0,1,4,3,False
Random4,54,7,70,0,0,4,2,False
ISMCTS,54,8,-28,-2,3,307,47,False
Random2,54,8,31,13,0,4,2,False
Random3,54,8,50,0,2,4,3,False
Random4,54,8,75,0,1,4,2,False
ISMCTS,54,9,-27,1,2,307,47,False
Random2,54,9,37,6,1,4,2,False
Random3,54,9,50,0,3,4,3,False
Random4,54,9,84,0,0,4,2,False
ISMCTS,54,9,-27,0,2,307,48,True
Random2,54,9,28,-9,3,4,2,True
Random3,54,9,54,4,1,4,3,True
Random4,54,9,105,4,0,4,2,True
ISMCTS,55,1,4,4,2,307,48,False
Random2,55,1,-10,-10,3,4,2,False
Random3,55,1,15,15,0,4,3,False
Random4,55,1,7,15,1,4,2,False
ISMCTS,55,2,-1,-5,3,308,48,False
Random2,55,2,-10,0,2,4,2,False
Random3,55,2,32,17,0,4,3,False
Random4,55,2,11,17,1,4,2,False
ISMCTS,55,3,1,2,2,308,48,False
Random2,55,3,9,19,0,4,2,False
Random3,55,3,37,5,1,4,3,False
Random4,55,3,1,5,3,4,2,False
ISMCTS,55,4,4,3,1,308,48,False
Random2,55,4,9,0,2,4,2,False
Random3,55,4,37,0,2,4,3,False
Random4,55,4,14,0,0,4,2,False
ISMCTS,55,5,4,0,2,309,48,False
Random2,55,5,11,2,1,4,2,False
Random3,55,5,51,14,0,4,3,False
Random4,55,5,14,14,2,4,2,False
ISMCTS,55,6,-5,-9,3,310,48,False
Random2,55,6,18,7,1,4,2,False
Random3,55,6,51,0,2,4,3,False
Random4,55,6,32,0,0,4,2,False
ISMCTS,55,7,-5,0,3,311,48,False
Random2,55,7,32,14,0,4,2,False
Random3,55,7,52,1,1,4,3,False
Random4,55,7,33,1,1,4,2,False
ISMCTS,55,8,-14,-9,3,312,48,False
Random2,55,8,45,13,0,4,2,False
Random3,55,8,52,0,2,4,3,False
Random4,55,8,45,0,1,4,2,False
ISMCTS,55,9,-24,-10,3,313,48,False
Random2,55,9,49,4,2,4,2,False
Random3,55,9,69,17,0,4,3,False
Random4,55,9,50,17,1,4,2,False
ISMCTS,55,10,-34,-10,3,314,48,False
Random2,55,10,56,7,1,4,2,False
Random3,55,10,72,3,2,4,3,False
Random4,55,10,66,3,0,4,2,False
ISMCTS,55,11,-37,-3,3,315,48,False
Random2,55,11,62,6,1,4,2,False
Random3,55,11,72,0,2,4,3,False
Random4,55,11,79,0,0,4,2,False
ISMCTS,55,12,-29,8,0,315,48,False
Random2,55,12,63,1,2,4,2,False
Random3,55,12,78,6,1,4,3,False
Random4,55,12,80,6,2,4,2,False
ISMCTS,55,13,-26,3,3,316,48,False
Random2,55,13,68,5,0,4,2,False
Random3,55,13,82,4,1,4,3,False
Random4,55,13,84,4,1,4,2,False
ISMCTS,55,14,-13,13,0,316,48,False
Random2,55,14,68,0,2,4,2,False
Random3,55,14,85,3,1,4,3,False
Random4,55,14,84,3,2,4,2,False
ISMCTS,55,15,-9,4,1,316,48,False
Random2,55,15,68,0,2,4,2,False
Random3,55,15,85,0,2,4,3,False
Random4,55,15,96,0,0,4,2,False
ISMCTS,55,16,-5,4,1,316,48,False
Random2,55,16,90,22,0,4,2,False
Random3,55,16,75,-10,3,4,3,False
Random4,55,16,96,-10,2,4,2,False
ISMCTS,55,16,-15,-10,3,317,49,True
Random2,55,16,90,0,2,4,2,True
Random3,55,16,80,5,1,4,3,True
Random4,55,16,117,5,0,4,2,True
ISMCTS,56,1,-9,-9,3,318,49,False
Random2,56,1,25,25,0,4,2,False
Random3,56,1,0,0,1,4,3,False
Random4,56,1,0,0,1,4,2,False
ISMCTS,56,2,-4,5,1,318,49,False
Random2,56,2,25,0,2,4,2,False
Random3,56,2,0,0,2,4,3,False
Random4,56,2,11,0,0,4,2,False
ISMCTS,56,3,-11,-7,3,319,49,False
Random2,56,3,29,4,1,4,2,False
Random3,56,3,0,0,2,4,3,False
Random4,56,3,30,0,0,4,2,False
ISMCTS,56,4,-10,1,3,320,49,False
Random2,56,4,34,5,1,4,2,False
Random3,56,4,7,7,0,4,3,False
Random4,56,4,33,7,2,4,2,False
ISMCTS,56,5,-3,7,1,320,49,False
Random2,56,5,24,-10,3,4,2,False
Random3,56,5,12,5,2,4,3,False
Random4,56,5,47,5,0,4,2,False
ISMCTS,56,6,-1,2,2,320,49,False
Random2,56,6,28,4,1,4,2,False
Random3,56,6,31,19,0,4,3,False
Random4,56,6,38,19,3,4,2,False
ISMCTS,56,7,12,13,0,320,49,False
Random2,56,7,28,0,3,4,2,False
Random3,56,7,33,2,1,4,3,False
Random4,56,7,39,2,2,4,2,False
ISMCTS,56,8,12,0,3,321,49,False
Random2,56,8,29,1,2,4,2,False
Random3,56,8,43,10,0,4,3,False
Random4,56,8,44,10,1,4,2,False
ISMCTS,56,9,20,8,1,321,49,False
Random2,56,9,42,13,0,4,2,False
Random3,56,9,37,-6,3,4,3,False
Random4,56,9,45,-6,2,4,2,False
ISMCTS,56,10,21,1,2,321,49,False
Random2,56,10,46,4,1,4,2,False
Random3,56,10,37,0,3,4,3,False
Random4,56,10,56,0,0,4,2,False
ISMCTS,56,11,16,-5,3,322,49,False
Random2,56,11,46,0,2,4,2,False
Random3,56,11,50,13,0,4,3,False
Random4,56,11,64,13,1,4,2,False
ISMCTS,56,12,23,7,1,322,49,False
Random2,56,12,38,-8,3,4,2,False
Random3,56,12,54,4,2,4,3,False
Random4,56,12,77,4,0,4,2,False
ISMCTS,56,13,27,4,1,322,49,False
Random2,56,13,51,13,0,4,2,False
Random3,56,13,55,1,2,4,3,False
Random4,56,13,75,1,3,4,2,False
ISMCTS,56,14,27,0,1,322,49,False
Random2,56,14,51,0,1,4,2,False
Random3,56,14,50,-5,3,4,3,False
Random4,56,14,96,-5,0,4,2,False
ISMCTS,56,15,37,10,0,322,49,False
Random2,56,15,56,5,1,4,2,False
Random3,56,15,51,1,2,4,3,False
Random4,56,15,96,1,3,4,2,False
ISMCTS,56,15,38,1,2,322,50,True
Random2,56,15,59,3,1,4,2,True
Random3,56,15,41,-10,3,4,3,True
Random4,56,15,118,-10,0,4,2,True
ISMCTS,57,1,-10,-10,3,323,50,False
Random2,57,1,2,2,2,4,2,False
Random3,57,1,17,17,0,4,3,False
Random4,57,1,7,17,1,4,2,False
ISMCTS,57,2,-20,-10,3,324,50,False
Random2,57,2,2,0,2,4,2,False
Random3,57,2,39,22,0,4,3,False
Random4,57,2,11,22,1,4,2,False
ISMCTS,57,3,-29,-9,3,325,50,False
Random2,57,3,5,3,2,4,2,False
Random3,57,3,56,17,0,4,3,False
Random4,57,3,16,17,1,4,2,False
ISMCTS,57,4,-26,3,2,325,50,False
Random2,57,4,9,4,1,4,2,False
Random3,57,4,58,2,3,4,3,False
Random4,57,4,23,2,0,4,2,False
ISMCTS,57,5,-13,13,0,325,50,False
Random2,57,5,11,2,2,4,2,False
Random3,57,5,55,-3,3,4,3,False
Random4,57,5,27,-3,1,4,2,False
ISMCTS,57,6,-4,9,0,325,50,False
Random2,57,6,14,3,2,4,2,False
Random3,57,6,55,0,3,4,3,False
Random4,57,6,31,0,1,4,2,False
ISMCTS,57,7,-3,1,2,326,50,False
Random2,57,7,21,7,0,4,2,False
Random3,57,7,56,1,2,4,3,False
Random4,57,7,38,1,0,4,2,False
ISMCTS,57,8,-5,-2,3,327,50,False
Random2,57,8,21,0,1,4,2,False
Random3,57,8,56,0,1,4,3,False
Random4,57,8,56,0,0,4,2,False
ISMCTS,57,9,-5,0,1,327,50,False
Random2,57,9,16,-5,3,4,2,False
Random3,57,9,77,21,0,4,3,False
Random4,57,9,56,21,1,4,2,False
ISMCTS,57,10,-15,-10,3,328,50,False
Random2,57,10,24,8,1,4,2,False
Random3,57,10,92,15,0,4,3,False
Random4,57,10,59,15,2,4,2,False
ISMCTS,57,10,-12,3,2,328,51,True
Random2,57,10,16,-8,3,4,2,True
Random3,57,10,107,15,0,4,3,True
Random4,57,10,65,15,1,4,2,True
ISMCTS,58,1,0,0,2,329,51,False
Random2,58,1,13,13,0,4,2,False
Random3,58,1,0,0,2,4,3,False
Random4,58,1,3,0,1,4,2,False
ISMCTS,58,2,0,0,2,329,51,False
Random2,58,2,30,17,0,4,2,False
Random3,58,2,-6,-6,3,4,3,False
Random4,58,2,8,-6,1,4,2,False
ISMCTS,58,3,4,4,1,329,51,False
Random2,58,3,29,-1,3,4,2,False
Random3,58,3,7,13,0,4,3,False
Random4,58,3,8,13,2,4,2,False
ISMCTS,58,4,4,0,2,330,51,False
Random2,58,4,29,0,2,4,2,False
Random3,58,4,9,2,1,4,3,False
Random4,58,4,22,2,0,4,2,False
ISMCTS,58,5,-6,-10,3,331,51,False
Random2,58,5,32,3,2,4,2,False
Random3,58,5,15,6,1,4,3,False
Random4,58,5,39,6,0,4,2,False
ISMCTS,58,6,-15,-9,3,332,51,False
Random2,58,6,37,5,1,4,2,False
Random3,58,6,34,19,0,4,3,False
Random4,58,6,40,19,2,4,2,False
ISMCTS,58,7,-1,14,0,332,51,False
Random2,58,7,44,7,1,4,2,False
Random3,58,7,34,0,2,4,3,False
Random4,58,7,35,0,3,4,2,False
ISMCTS,58,8,5,6,1,332,51,False
Random2,58,8,51,7,0,4,2,False
Random3,58,8,34,0,3,4,3,False
Random4,58,8,38,0,2,4,2,False
ISMCTS,58,9,9,4,2,332,51,False
Random2,58,9,64,13,0,4,2,False
Random3,58,9,25,-9,3,4,3,False
Random4,58,9,46,-9,1,4,2,False
ISMCTS,58,10,14,5,1,332,51,False
Random2,58,10,64,0,2,4,2,False
Random3,58,10,42,17,0,4,3,False
Random4,58,10,40,17,3,4,2,False
ISMCTS,58,11,14,0,3,333,51,False
Random2,58,11,69,5,1,4,2,False
Random3,58,11,47,5,1,4,3,False
Random4,58,11,46,5,0,4,2,False
ISMCTS,58,12,15,1,1,333,51,False
Random2,58,12,69,0,2,4,2,False
Random3,58,12,42,-5,3,4,3,False
Random4,58,12,66,-5,0,4,2,False
ISMCTS,58,13,22,7,1,333,51,False
Random2,58,13,69,0,2,4,2,False
Random3,58,13,42,0,2,4,3,False
Random4,58,13,75,0,0,4,2,False
ISMCTS,58,14,32,10,0,333,51,False
Random2,58,14,73,4,1,4,2,False
Random3,58,14,43,1,2,4,3,False
Random4,58,14,76,1,2,4,2,False
ISMCTS,58,15,38,6,1,333,51,False
Random2,58,15,63,-10,3,4,2,False
Random3,58,15,61,18,0,4,3,False
Random4,58,15,78,18,2,4,2,False
ISMCTS,58,16,29,-9,3,334,51,False
Random2,58,16,82,19,0,4,2,False
Random3,58,16,67,6,1,4,3,False
Random4,58,16,78,6,2,4,2,False
ISMCTS,58,17,20,-9,3,335,51,False
Random2,58,17,88,6,1,4,2,False
Random3,58,17,82,15,0,4,3,False
Random4,58,17,82,15,2,4,2,False
ISMCTS,58,17,10,-10,3,336,52,True
Random2,58,17,105,17,0,4,2,True
Random3,58,17,91,9,1,4,3,True
Random4,58,17,82,9,2,4,2,True
ISMCTS,59,1,-10,-10,3,337,52,False
Random2,59,1,25,25,0,4,2,False
Random3,59,1,1,1,1,4,3,False
Random4,59,1,0,1,2,4,2,False
ISMCTS,59,2,9,19,0,337,52,False
Random2,59,2,26,1,2,4,2,False
Random3,59,2,7,6,1,4,3,False
Random4,59,2,-10,6,3,4,2,False
ISMCTS,59,3,-1,-10,3,338,52,False
Random2,59,3,36,10,1,4,2,False
Random3,59,3,10,3,2,4,3,False
Random4,59,3,3,3,0,4,2,False
ISMCTS,59,4,-1,0,3,339,52,False
Random2,59,4,42,6,0,4,2,False
Random3,59,4,14,4,2,4,3,False
Random4,59,4,9,4,0,4,2,False
ISMCTS,59,5,-1,0,2,339,52,False
Random2,59,5,64,22,0,4,2,False
Random3,59,5,18,4,1,4,3,False
Random4,59,5,-1,4,3,4,2,False
ISMCTS,59,6,2,3,2,340,52,False
Random2,59,6,70,6,0,4,2,False
Random3,59,6,22,4,1,4,3,False
Random4,59,6,2,4,2,4,2,False
ISMCTS,59,7,8,6,0,340,52,False
Random2,59,7,74,4,2,4,2,False
Random3,59,7,23,1,3,4,3,False
Random4,59,7,7,1,1,4,2,False
ISMCTS,59,8,8,0,1,340,52,False
Random2,59,8,70,-4,3,4,2,False
Random3,59,8,43,20,0,4,3,False
Random4,59,8,7,20,1,4,2,False
ISMCTS,59,9,8,0,1,340,52,False
Random2,59,9,70,0,1,4,2,False
Random3,59,9,41,-2,3,4,3,False
Random4,59,9,25,-2,0,4,2,False
ISMCTS,59,10,9,1,3,341,52,False
Random2,59,10,72,2,2,4,2,False
Random3,59,10,50,9,0,4,3,False
Random4,59,10,29,9,1,4,2,False
ISMCTS,59,11,28,19,0,341,52,False
Random2,59,11,66,-6,3,4,2,False
Random3,59,11,50,0,2,4,3,False
Random4,59,11,32,0,1,4,2,False
ISMCTS,59,12,34,6,1,341,52,False
Random2,59,12,80,14,0,4,2,False
Random3,59,12,41,-9,3,4,3,False
Random4,59,12,37,-9,2,4,2,False
ISMCTS,59,13,38,4,1,341,52,False
Random2,59,13,71,-9,3,4,2,False
Random3,59,13,62,21,0,4,3,False
Random4,59,13,37,21,2,4,2,False
ISMCTS,59,14,28,-10,3,342,52,False
Random2,59,14,71,0,2,4,2,False
Random3,59,14,81,19,0,4,3,False
Random4,59,14,44,19,1,4,2,False
ISMCTS,59,15,30,2,1,342,52,False
Random2,59,15,85,14,0,4,2,False
Random3,59,15,81,0,2,4,3,False
Random4,59,15,44,0,2,4,2,False
ISMCTS,59,16,27,-3,3,343,52,False
Random2,59,16,86,1,2,4,2,False
Random3,59,16,94,13,0,4,3,False
Random4,59,16,49,13,1,4,2,False
ISMCTS,59,16,21,-6,3,344,53,True
Random2,59,16,91,5,1,4,2,True
Random3,59,16,111,17,0,4,3,True
Random4,59,16,49,17,2,4,2,True
ISMCTS,60,1,1,1,2,344,53,False
Random2,60,1,-6,-6,3,4,2,False
Random3,60,1,7,7,1,4,3,False
Random4,60,1,14,7,0,4,2,False
ISMCTS,60,2,6,5,1,344,53,False
Random2,60,2,3,9,0,4,2,False
Random3,60,2,7,0,3,4,3,False
Random4,60,2,16,0,2,4,2,False
ISMCTS,60,3,6,0,3,345,53,False
Random2,60,3,4,1,2,4,2,False
Random3,60,3,17,10,0,4,3,False
Random4,60,3,21,10,1,4,2,False
ISMCTS,60,4,7,1,2,345,53,False
Random2,60,4,-4,-8,3,4,2,False
Random3,60,4,24,7,1,4,3,False
Random4,60,4,37,7,0,4,2,False
ISMCTS,60,5,4,-3,3,346,53,False
Random2,60,5,-3,1,1,4,2,False
Random3,60,5,24,0,2,4,3,False
Random4,60,5,55,0,0,4,2,False
ISMCTS,60,6,4,0,2,346,53,False
Random2,60,6,14,17,0,4,2,False
Random3,60,6,25,1,1,4,3,False
Random4,60,6,53,1,3,4,2,False
ISMCTS,60,7,8,4,1,346,53,False
Random2,60,7,18,4,1,4,2,False
Random3,60,7,25,0,3,4,3,False
Random4,60,7,61,0,0,4,2,False
ISMCTS,60,8,12,4,1,346,53,False
Random2,60,8,18,0,3,4,2,False
Random3,60,8,33,8,0,4,3,False
Random4,60,8,65,8,1,4,2,False
ISMCTS,60,9,12,0,2,347,53,False
Random2,60,9,30,12,0,4,2,False
Random3,60,9,33,0,2,4,3,False
Random4,60,9,69,0,1,4,2,False
ISMCTS,60,10,25,13,0,347,53,False
Random2,60,10,37,7,1,4,2,False
Random3,60,10,27,-6,3,4,3,False
Random4,60,10,71,-6,2,4,2,False
ISMCTS,60,11,27,2,1,347,53,False
Random2,60,11,39,2,1,4,2,False
Random3,60,11,47,20,0,4,3,False
Random4,60,11,63,20,3,4,2,False
ISMCTS,60,12,28,1,2,347,53,False
Random2,60,12,29,-10,3,4,2,False
Random3,60,12,60,13,0,4,3,False
Random4,60,12,75,13,1,4,2,False
ISMCTS,60,13,32,4,1,347,53,False
Random2,60,13,33,4,1,4,2,False
Random3,60,13,54,-6,3,4,3,False
Random4,60,13,89,-6,0,4,2,False
ISMCTS,60,14,36,4,2,347,53,False
Random2,60,14,39,6,1,4,2,False
Random3,60,14,70,16,0,4,3,False
Random4,60,14,79,16,3,4,2,False
ISMCTS,60,15,26,-10,3,348,53,False
Random2,60,15,59,20,0,4,2,False
Random3,60,15,70,0,2,4,3,False
Random4,60,15,85,0,1,4,2,False
ISMCTS,60,16,48,22,0,348,53,False
