player,game,round,current_score,round_score,placement,round_wins,game_wins,last_trick
ISMCTS,23,10,28,1,2,78,21,False
DQN,23,10,63,6,3,100,0,False
Random3,23,10,17,-10,1,0,1,False
Random4,23,10,52,-10,4,0,1,False
ISMCTS,23,11,18,-10,1,78,21,False
DQN,23,11,81,18,4,101,0,False
Random3,23,11,25,8,3,0,1,False
Random4,23,11,52,8,2,0,1,False
ISMCTS,23,11,18,0,2,78,22,True
DQN,23,11,104,23,4,102,0,True
Random3,23,11,25,0,2,0,1,True
Random4,23,11,45,0,1,0,1,True
ISMCTS,24,1,0,0,1,78,22,False
DQN,24,1,13,13,4,103,0,False
Random3,24,1,0,0,1,0,1,False
Random4,24,1,3,0,3,0,1,False
ISMCTS,24,2,0,0,2,78,22,False
DQN,24,2,8,-5,1,103,0,False
Random3,24,2,1,1,3,0,1,False
Random4,24,2,23,1,4,0,1,False
ISMCTS,24,3,26,0,2,78,22,False
DQN,24,3,8,26,6,104,0,False
Random3,24,3,17,-10,1,0,1,False
Random4,24,3,49,-10,2,0,1,False
ISMCTS,24,4,28,2,2,78,22,False
DQN,24,4,14,6,3,104,0,False
Random3,24,4,7,-10,1,0,1,False
Random4,24,4,67,-10,4,0,1,False
ISMCTS,24,5,28,0,1,78,22,False
DQN,24,5,21,7,3,104,0,False
Random3,24,5,7,0,1,0,1,False
Random4,24,5,76,0,4,0,1,False
ISMCTS,24,6,20,-8,1,78,22,False
DQN,24,6,27,6,3,104,0,False
Random3,24,6,20,13,4,0,1,False
Random4,24,6,81,13,2,0,1,False
ISMCTS,24,7,20,0,2,78,22,False
DQN,24,7,40,13,4,105,0,False
Random3,24,7,29,9,3,0,1,False
Random4,24,7,75,9,1,0,1,False
ISMCTS,24,8,21,1,3,78,22,False
DQN,24,8,56,16,4,106,0,False
Random3,24,8,29,0,2,0,1,False
Random4,24,8,74,0,1,0,1,False
ISMCTS,24,9,21,0,2,78,22,False
DQN,24,9,48,-8,1,106,0,False
Random3,24,9,53,24,4,0,1,False
Random4,24,9,74,24,2,0,1,False
ISMCTS,24,10,15,-6,1,78,22,False
DQN,24,10,64,16,4,107,0,False
Random3,24,10,54,1,2,0,1,False
Random4,24,10,79,1,3,0,1,False
ISMCTS,24,11,15,0,1,78,22,False
DQN,24,11,70,6,3,107,0,False
Random3,24,11,54,0,1,0,1,False
Random4,24,11,89,0,4,0,1,False
ISMCTS,24,11,15,0,2,78,23,True
DQN,24,11,62,-8,1,107,0,True
Random3,24,11,63,9,3,0,1,True
Random4,24,11,104,9,4,0,1,True
ISMCTS,25,1,0,0,2,78,23,False
DQN,25,1,6,6,3,107,0,False
Random3,25,1,-10,-10,1,0,1,False
Random4,25,1,20,-10,4,0,1,False
ISMCTS,25,2,-9,-9,1,78,23,False
DQN,25,2,11,5,2,107,0,False
Random3,25,2,-4,6,3,0,1,False
Random4,25,2,34,6,4,0,1,False
ISMCTS,25,3,-7,2,2,78,23,False
DQN,25,3,12,1,1,107,0,False
Random3,25,3,0,4,3,0,1,False
Random4,25,3,43,4,4,0,1,False
ISMCTS,25,4,-7,0,2,78,23,False
DQN,25,4,17,5,3,107,0,False
Random3,25,4,17,17,4,0,1,False
Random4,25,4,37,17,1,0,1,False
ISMCTS,25,5,-7,0,2,78,23,False
DQN,25,5,14,-3,1,107,0,False
Random3,25,5,17,0,2,0,1,False
Random4,25,5,56,0,4,0,1,False
ISMCTS,25,6,1,8,4,79,23,False
DQN,25,6,18,4,2,107,0,False
Random3,25,6,21,4,2,0,1,False
Random4,25,6,56,4,1,0,1,False
ISMCTS,25,7,8,7,4,80,23,False
DQN,25,7,21,3,2,107,0,False
Random3,25,7,25,4,3,0,1,False
Random4,25,7,58,4,1,0,1,False
ISMCTS,25,8,16,8,4,81,23,False
DQN,25,8,21,0,1,107,0,False
Random3,25,8,29,4,2,0,1,False
Random4,25,8,62,4,2,0,1,False
ISMCTS,25,9,16,0,2,81,23,False
DQN,25,9,16,-5,1,107,0,False
Random3,25,9,34,5,3,0,1,False
Random4,25,9,78,5,4,0,1,False
ISMCTS,25,10,6,-10,1,81,23,False
DQN,25,10,29,13,3,108,0,False
Random3,25,10,47,13,3,0,1,False
Random4,25,10,78,13,2,0,1,False
ISMCTS,25,11,31,25,4,82,23,False
DQN,25,11,30,1,3,108,0,False
Random3,25,11,37,-10,1,0,1,False
Random4,25,11,78,-10,2,0,1,False
ISMCTS,25,12,31,0,1,82,23,False
DQN,25,12,30,0,1,108,0,False
Random3,25,12,39,2,3,0,1,False
Random4,25,12,92,2,4,0,1,False
ISMCTS,25,13,30,-1,1,82,23,False
DQN,25,13,30,0,2,108,0,False
Random3,25,13,56,17,4,0,1,False
Random4,25,13,92,17,2,0,1,False
ISMCTS,25,14,33,3,2,82,23,False
DQN,25,14,30,0,1,108,0,False
Random3,25,14,66,10,4,0,1,False
Random4,25,14,95,10,2,0,1,False
ISMCTS,25,14,33,0,2,82,24,True
DQN,25,14,36,6,3,108,0,True
Random3,25,14,61,-5,1,0,1,True
Random4,25,14,110,-5,4,0,1,True
ISMCTS,26,1,0,0,1,82,24,False
DQN,26,1,15,15,4,109,0,False
Random3,26,1,0,0,1,0,1,False
Random4,26,1,1,0,3,0,1,False
ISMCTS,26,2,0,0,1,82,24,False
DQN,26,2,16,1,2,109,0,False
Random3,26,2,11,11,4,0,1,False
Random4,26,2,5,11,3,0,1,False
ISMCTS,26,3,4,4,3,82,24,False
DQN,26,3,29,13,4,110,0,False
Random3,26,3,10,-1,1,0,1,False
Random4,26,3,5,-1,2,0,1,False
ISMCTS,26,4,-4,-8,1,82,24,False
DQN,26,4,29,0,2,110,0,False
Random3,26,4,34,24,4,0,1,False
Random4,26,4,5,24,2,0,1,False
ISMCTS,26,5,-14,-10,1,82,24,False
DQN,26,5,35,6,3,110,0,False
Random3,26,5,38,4,2,0,1,False
Random4,26,5,21,4,4,0,1,False
ISMCTS,26,6,-14,0,1,82,24,False
DQN,26,6,44,9,4,111,0,False
Random3,26,6,45,7,3,0,1,False
Random4,26,6,21,7,1,0,1,False
ISMCTS,26,7,-12,2,2,82,24,False
DQN,26,7,34,-10,1,111,0,False
Random3,26,7,59,14,4,0,1,False
Random4,26,7,31,14,3,0,1,False
ISMCTS,26,8,-7,5,2,82,24,False
DQN,26,8,24,-10,1,111,0,False
Random3,26,8,67,8,3,0,1,False
Random4,26,8,44,8,4,0,1,False
ISMCTS,26,9,-15,-8,1,82,24,False
DQN,26,9,31,7,3,111,0,False
Random3,26,9,80,13,4,0,1,False
Random4,26,9,48,13,2,0,1,False
ISMCTS,26,10,-20,-5,1,82,24,False
DQN,26,10,47,16,4,112,0,False
Random3,26,10,84,4,3,0,1,False
Random4,26,10,49,4,2,0,1,False
ISMCTS,26,11,-18,2,1,82,24,False
DQN,26,11,50,3,2,112,0,False
Random3,26,11,91,7,4,0,1,False
Random4,26,11,53,7,3,0,1,False
ISMCTS,26,11,-17,1,2,82,25,True
DQN,26,11,53,3,3,112,0,True
Random3,26,11,112,21,4,0,1,True
Random4,26,11,44,21,1,0,1,True
ISMCTS,27,1,0,0,1,82,25,False
DQN,27,1,11,11,4,113,0,False
Random3,27,1,1,1,2,0,1,False
Random4,27,1,4,1,3,0,1,False
ISMCTS,27,2,1,1,1,82,25,False
DQN,27,2,19,8,4,114,0,False
Random3,27,2,5,4,3,0,1,False
Random4,27,2,7,4,2,0,1,False
ISMCTS,27,3,16,15,4,83,25,False
DQN,27,3,20,1,3,114,0,False
Random3,27,3,5,0,1,0,1,False
Random4,27,3,7,0,1,0,1,False
ISMCTS,27,4,16,0,1,83,25,False
DQN,27,4,36,16,4,115,0,False
Random3,27,4,5,0,1,0,1,False
Random4,27,4,7,0,1,0,1,False
ISMCTS,27,5,20,4,3,83,25,False
DQN,27,5,38,2,2,115,0,False
Random3,27,5,5,0,1,0,1,False
Random4,27,5,17,0,4,0,1,False
ISMCTS,27,6,10,-10,1,83,25,False
DQN,27,6,39,1,2,115,0,False
Random3,27,6,22,17,4,0,1,False
Random4,27,6,25,17,3,0,1,False
ISMCTS,27,7,7,-3,1,83,25,False
DQN,27,7,39,0,2,115,0,False
Random3,27,7,22,0,2,0,1,False
Random4,27,7,44,0,4,0,1,False
ISMCTS,27,8,7,0,1,83,25,False
DQN,27,8,42,3,3,115,0,False
Random3,27,8,34,12,4,0,1,False
Random4,27,8,45,12,2,0,1,False
ISMCTS,27,9,-3,-10,1,83,25,False
DQN,27,9,61,19,4,116,0,False
Random3,27,9,38,4,3,0,1,False
Random4,27,9,48,4,2,0,1,False
ISMCTS,27,10,1,4,3,83,25,False
DQN,27,10,61,0,2,116,0,False
Random3,27,10,55,17,4,0,1,False
Random4,27,10,43,17,1,0,1,False
ISMCTS,27,11,1,0,1,83,25,False
DQN,27,11,76,15,4,117,0,False
Random3,27,11,56,1,3,0,1,False
Random4,27,11,43,1,1,0,1,False
ISMCTS,27,12,4,3,2,83,25,False
DQN,27,12,80,4,3,117,0,False
Random3,27,12,74,18,4,0,1,False
Random4,27,12,34,18,1,0,1,False
ISMCTS,27,13,4,0,1,83,25,False
DQN,27,13,84,4,3,117,0,False
Random3,27,13,75,1,2,0,1,False
Random4,27,13,45,1,4,0,1,False
ISMCTS,27,14,4,0,1,83,25,False
DQN,27,14,90,6,3,118,0,False
Random3,27,14,79,4,2,0,1,False
Random4,27,14,51,4,3,0,1,False
ISMCTS,27,15,11,7,3,83,25,False
DQN,27,15,90,0,2,118,0,False
Random3,27,15,97,18,4,0,1,False
Random4,27,15,42,18,1,0,1,False
ISMCTS,27,16,19,8,3,83,25,False
DQN,27,16,90,0,2,118,0,False
Random3,27,16,92,-5,1,0,1,False
Random4,27,16,55,-5,4,0,1,False
ISMCTS,27,17,10,-9,1,83,25,False
DQN,27,17,90,0,2,118,0,False
Random3,27,17,92,0,2,0,1,False
Random4,27,17,80,0,4,0,1,False
ISMCTS,27,18,25,15,4,84,25,False
DQN,27,18,82,-8,1,118,0,False
Random3,27,18,95,3,2,0,1,False
Random4,27,18,86,3,3,0,1,False
ISMCTS,27,18,26,1,3,84,26,True
DQN,27,18,82,0,2,118,0,True
Random3,27,18,88,-7,1,0,1,True
Random4,27,18,108,-7,4,0,1,True
ISMCTS,28,1,-2,-2,1,84,26,False
DQN,28,1,13,13,4,119,0,False
Random3,28,1,1,1,2,0,1,False
Random4,28,1,4,1,3,0,1,False
ISMCTS,28,2,5,7,3,84,26,False
DQN,28,2,13,0,1,119,0,False
Random3,28,2,2,1,2,0,1,False
Random4,28,2,12,1,4,0,1,False
ISMCTS,28,3,5,0,1,84,26,False
DQN,28,3,15,2,3,119,0,False
Random3,28,3,3,1,2,0,1,False
Random4,28,3,25,1,4,0,1,False
ISMCTS,28,4,-4,-9,1,84,26,False
DQN,28,4,21,6,3,119,0,False
Random3,28,4,21,18,4,0,1,False
Random4,28,4,26,18,2,0,1,False
ISMCTS,28,5,-2,2,2,84,26,False
DQN,28,5,40,19,4,120,0,False
Random3,28,5,14,-7,1,0,1,False
Random4,28,5,28,-7,2,0,1,False
ISMCTS,28,6,-7,-5,1,84,26,False
DQN,28,6,44,4,3,120,0,False
Random3,28,6,28,14,4,0,1,False
Random4,28,6,31,14,2,0,1,False
ISMCTS,28,7,-6,1,2,84,26,False
DQN,28,7,63,19,4,121,0,False
Random3,28,7,29,1,2,0,1,False
Random4,28,7,26,1,1,0,1,False
ISMCTS,28,8,8,14,4,85,26,False
DQN,28,8,65,2,2,121,0,False
Random3,28,8,19,-10,1,0,1,False
Random4,28,8,36,-10,3,0,1,False
ISMCTS,28,9,0,-8,1,85,26,False
DQN,28,9,76,11,3,121,0,False
Random3,28,9,19,0,2,0,1,False
Random4,28,9,49,0,4,0,1,False
ISMCTS,28,10,0,0,1,85,26,False
DQN,28,10,79,3,3,121,0,False
Random3,28,10,32,13,4,0,1,False
Random4,28,10,49,13,1,0,1,False
ISMCTS,28,11,16,16,4,86,26,False
DQN,28,11,84,5,3,121,0,False
Random3,28,11,24,-8,1,0,1,False
Random4,28,11,52,-8,2,0,1,False
ISMCTS,28,12,12,-4,1,86,26,False
DQN,28,12,98,14,4,122,0,False
Random3,28,12,24,0,2,0,1,False
Random4,28,12,58,0,3,0,1,False
ISMCTS,28,12,12,0,1,86,27,True
DQN,28,12,101,3,3,122,0,True
Random3,28,12,24,0,1,0,1,True
Random4,28,12,71,0,4,0,1,True
ISMCTS,29,1,2,2,2,86,27,False
DQN,29,1,0,0,1,122,0,False
Random3,29,1,10,10,4,0,1,False
Random4,29,1,4,10,3,0,1,False
ISMCTS,29,2,10,8,3,87,27,False
DQN,29,2,8,8,3,123,0,False
Random3,29,2,10,0,1,0,1,False
Random4,29,2,4,0,1,0,1,False
ISMCTS,29,3,10,0,2,87,27,False
DQN,29,3,8,0,2,123,0,False
Random3,29,3,4,-6,1,0,1,False
Random4,29,3,26,-6,4,0,1,False
ISMCTS,29,4,11,1,2,87,27,False
DQN,29,4,21,13,4,124,0,False
Random3,29,4,12,8,3,0,1,False
Random4,29,4,20,8,1,0,1,False
ISMCTS,29,5,11,0,2,87,27,False
DQN,29,5,15,-6,1,124,0,False
Random3,29,5,34,22,4,0,1,False
Random4,29,5,20,22,2,0,1,False
ISMCTS,29,6,14,3,1,87,27,False
DQN,29,6,20,5,4,125,0,False
Random3,29,6,38,4,2,0,1,False
Random4,29,6,24,4,2,0,1,False
ISMCTS,29,7,7,-7,1,87,27,False
DQN,29,7,23,3,3,125,0,False
Random3,29,7,39,1,2,0,1,False
Random4,29,7,43,1,4,0,1,False
ISMCTS,29,8,7,0,2,87,27,False
DQN,29,8,38,15,4,126,0,False
Random3,29,8,30,-9,1,0,1,False
Random4,29,8,53,-9,3,0,1,False
ISMCTS,29,9,7,0,1,87,27,False
DQN,29,9,42,4,3,126,0,False
Random3,29,9,41,11,4,0,1,False
Random4,29,9,54,11,2,0,1,False
ISMCTS,29,10,7,0,2,87,27,False
DQN,29,10,63,21,4,127,0,False
Random3,29,10,41,0,2,0,1,False
Random4,29,10,49,0,1,0,1,False
ISMCTS,29,11,18,11,4,88,27,False
DQN,29,11,63,0,1,127,0,False
Random3,29,11,46,5,3,0,1,False
Random4,29,11,49,5,1,0,1,False
ISMCTS,29,12,12,-6,1,88,27,False
DQN,29,12,76,13,4,128,0,False
Random3,29,12,49,3,2,0,1,False
Random4,29,12,55,3,3,0,1,False
ISMCTS,29,13,16,4,3,88,27,False
DQN,29,13,77,1,2,128,0,False
Random3,29,13,43,-6,1,0,1,False
Random4,29,13,72,-6,4,0,1,False
ISMCTS,29,14,30,14,4,89,27,False
DQN,29,14,80,3,2,128,0,False
Random3,29,14,47,4,3,0,1,False
Random4,29,14,67,4,1,0,1,False
ISMCTS,29,15,30,0,2,89,27,False
DQN,29,15,84,4,3,128,0,False
Random3,29,15,40,-7,1,0,1,False
Random4,29,15,86,-7,4,0,1,False
ISMCTS,29,16,30,0,2,89,27,False
DQN,29,16,76,-8,1,128,0,False
Random3,29,16,57,17,4,0,1,False
Random4,29,16,93,17,3,0,1,False
ISMCTS,29,17,43,13,4,90,27,False
DQN,29,17,76,0,2,128,0,False
Random3,29,17,56,-1,1,0,1,False
Random4,29,17,97,-1,3,0,1,False
ISMCTS,29,18,57,14,4,91,27,False
DQN,29,18,79,3,2,128,0,False
Random3,29,18,61,5,3,0,1,False
Random4,29,18,91,5,1,0,1,False
ISMCTS,29,19,58,1,2,91,27,False
DQN,29,19,94,15,4,129,0,False
Random3,29,19,71,10,3,0,1,False
Random4,29,19,81,10,1,0,1,False
ISMCTS,29,20,75,17,4,92,27,False
DQN,29,20,94,0,2,129,0,False
Random3,29,20,75,4,3,0,1,False
Random4,29,20,76,4,1,0,1,False
ISMCTS,29,21,75,0,2,92,27,False
DQN,29,21,98,4,3,129,0,False
Random3,29,21,91,16,4,0,1,False
Random4,29,21,72,16,1,0,1,False
ISMCTS,29,21,75,0,1,92,27,True
DQN,29,21,113,15,4,130,0,True
Random3,29,21,92,1,3,0,1,True
Random4,29,21,72,1,1,0,2,True
ISMCTS,30,1,0,0,1,92,27,False
DQN,30,1,1,1,2,130,0,False
Random3,30,1,13,13,4,0,1,False
Random4,30,1,2,13,3,0,2,False
ISMCTS,30,2,3,3,2,92,27,False
DQN,30,2,4,3,2,130,0,False
Random3,30,2,15,2,1,0,1,False
Random4,30,2,10,2,4,0,2,False
ISMCTS,30,3,3,0,1,92,27,False
DQN,30,3,15,11,4,131,0,False
Random3,30,3,18,3,3,0,1,False
Random4,30,3,12,3,2,0,2,False
ISMCTS,30,4,12,9,3,92,27,False
DQN,30,4,15,0,2,131,0,False
Random3,30,4,8,-10,1,0,1,False
Random4,30,4,29,-10,4,0,2,False
ISMCTS,30,5,12,0,1,92,27,False
DQN,30,5,27,12,4,132,0,False
Random3,30,5,9,1,2,0,1,False
Random4,30,5,32,1,3,0,2,False
ISMCTS,30,6,3,-9,1,92,27,False
DQN,30,6,27,0,2,132,0,False
Random3,30,6,25,16,4,0,1,False
Random4,30,6,41,16,3,0,2,False
ISMCTS,30,7,5,2,3,92,27,False
DQN,30,7,40,13,4,133,0,False
Random3,30,7,25,0,1,0,1,False
Random4,30,7,42,0,2,0,2,False
ISMCTS,30,8,-4,-9,1,92,27,False
DQN,30,8,44,4,3,133,0,False
Random3,30,8,46,21,4,0,1,False
Random4,30,8,42,21,2,0,2,False
ISMCTS,30,9,-4,0,2,92,27,False
DQN,30,9,46,2,3,133,0,False
Random3,30,9,67,21,4,0,1,False
Random4,30,9,35,21,1,0,2,False
ISMCTS,30,10,7,11,4,93,27,False
DQN,30,10,51,5,3,133,0,False
Random3,30,10,67,0,1,0,1,False
Random4,30,10,35,0,1,0,2,False
ISMCTS,30,11,7,0,1,93,27,False
DQN,30,11,66,15,4,134,0,False
Random3,30,11,67,0,1,0,1,False
Random4,30,11,36,0,3,0,2,False
ISMCTS,30,12,5,-2,1,93,27,False
DQN,30,12,66,0,2,134,0,False
Random3,30,12,71,4,3,0,1,False
Random4,30,12,50,4,4,0,2,False
ISMCTS,30,13,5,0,2,93,27,False
DQN,30,13,80,14,4,135,0,False
Random3,30,13,64,-7,1,0,1,False
Random4,30,13,59,-7,3,0,2,False
ISMCTS,30,14,14,9,3,93,27,False
DQN,30,14,80,0,2,135,0,False
Random3,30,14,58,-6,1,0,1,False
Random4,30,14,72,-6,4,0,2,False
ISMCTS,30,15,14,0,2,93,27,False
DQN,30,15,81,1,3,135,0,False
Random3,30,15,55,-3,1,0,1,False
Random4,30,15,90,-3,4,0,2,False
ISMCTS,30,16,14,0,1,93,27,False
DQN,30,16,92,11,4,136,0,False
Random3,30,16,57,2,2,0,1,False
Random4,30,16,93,2,3,0,2,False
ISMCTS,30,17,14,0,2,93,27,False
DQN,30,17,92,0,2,136,0,False
Random3,30,17,80,23,4,0,1,False
Random4,30,17,86,23,1,0,2,False
ISMCTS,30,18,34,20,4,94,27,False
DQN,30,18,92,0,2,136,0,False
Random3,30,18,71,-9,1,0,1,False
Random4,30,18,91,-9,3,0,2,False
ISMCTS,30,18,35,1,1,94,28,True
DQN,30,18,102,10,4,137,0,True
Random3,30,18,72,1,1,0,1,True
Random4,30,18,95,1,3,0,2,True
ISMCTS,31,1,1,1,2,94,28,False
DQN,31,1,-7,-7,1,137,0,False
Random3,31,1,18,18,4,0,1,False
Random4,31,1,4,18,3,0,2,False
ISMCTS,31,2,1,0,2,94,28,False
DQN,31,2,7,14,4,138,0,False
Random3,31,2,21,3,3,0,1,False
Random4,31,2,3,3,1,0,2,False
ISMCTS,31,3,-5,-6,1,94,28,False
DQN,31,3,12,5,3,138,0,False
Random3,31,3,21,0,2,0,1,False
Random4,31,3,20,0,4,0,2,False
ISMCTS,31,4,-8,-3,1,94,28,False
DQN,31,4,27,15,4,139,0,False
Random3,31,4,21,0,2,0,1,False
Random4,31,4,24,0,3,0,2,False
ISMCTS,31,5,0,8,4,95,28,False
DQN,31,5,31,4,2,139,0,False
Random3,31,5,25,4,2,0,1,False
Random4,31,5,24,4,1,0,2,False
ISMCTS,31,6,0,0,2,95,28,False
DQN,31,6,32,1,3,139,0,False
Random3,31,6,46,21,4,0,1,False
Random4,31,6,18,21,1,0,2,False
ISMCTS,31,7,0,0,1,95,28,False
DQN,31,7,41,9,4,140,0,False
Random3,31,7,51,5,3,0,1,False
Random4,31,7,20,5,2,0,2,False
ISMCTS,31,8,8,8,4,96,28,False
DQN,31,8,45,4,3,140,0,False
Random3,31,8,54,3,2,0,1,False
Random4,31,8,21,3,1,0,2,False
ISMCTS,31,9,12,4,2,96,28,False
DQN,31,9,35,-10,1,140,0,False
Random3,31,9,62,8,3,0,1,False
Random4,31,9,35,8,4,0,2,False
ISMCTS,31,10,26,14,4,97,28,False
DQN,31,10,25,-10,1,140,0,False
Random3,31,10,71,9,3,0,1,False
Random4,31,10,38,9,2,0,2,False
ISMCTS,31,11,34,8,3,97,28,False
DQN,31,11,42,17,4,141,0,False
Random3,31,11,61,-10,1,0,1,False
Random4,31,11,39,-10,2,0,2,False
ISMCTS,31,12,31,-3,1,97,28,False
DQN,31,12,42,0,2,141,0,False
Random3,31,12,67,6,3,0,1,False
Random4,31,12,52,6,4,0,2,False
ISMCTS,31,13,31,0,2,97,28,False
DQN,31,13,37,-5,1,141,0,False
Random3,31,13,88,21,4,0,1,False
Random4,31,13,52,21,2,0,2,False
ISMCTS,31,13,31,0,2,97,29,True
DQN,31,13,34,-3,1,141,0,True
Random3,31,13,107,19,4,0,1,True
Random4,31,13,52,19,2,0,2,True
ISMCTS,32,1,-6,-6,1,97,29,False
DQN,32,1,1,1,2,141,0,False
Random3,32,1,1,1,2,0,1,False
Random4,32,1,20,1,4,0,2,False
ISMCTS,32,2,-6,0,2,97,29,False
DQN,32,2,-8,-9,1,141,0,False
Random3,32,2,9,8,3,0,1,False
Random4,32,2,37,8,4,0,2,False
ISMCTS,32,3,-11,-5,1,97,29,False
DQN,32,3,-8,0,2,141,0,False
Random3,32,3,15,6,3,0,1,False
Random4,32,3,52,6,4,0,2,False
ISMCTS,32,4,-11,0,2,97,29,False
DQN,32,4,10,18,4,142,0,False
Random3,32,4,19,4,3,0,1,False
Random4,32,4,46,4,1,0,2,False
ISMCTS,32,5,2,13,4,98,29,False
DQN,32,5,18,8,3,142,0,False
Random3,32,5,9,-10,1,0,1,False
Random4,32,5,51,-10,2,0,2,False
ISMCTS,32,6,2,0,1,98,29,False
DQN,32,6,30,12,4,143,0,False
Random3,32,6,13,4,3,0,1,False
Random4,32,6,51,4,1,0,2,False
ISMCTS,32,7,2,0,2,98,29,False
DQN,32,7,30,0,2,143,0,False
Random3,32,7,4,-9,1,0,1,False
Random4,32,7,76,-9,4,0,2,False
ISMCTS,32,8,-8,-10,1,98,29,False
DQN,32,8,51,21,4,144,0,False
Random3,32,8,4,0,2,0,1,False
Random4,32,8,81,0,3,0,2,False
ISMCTS,32,9,-8,0,1,98,29,False
DQN,32,9,59,8,3,145,0,False
Random3,32,9,4,0,1,0,1,False
Random4,32,9,89,0,3,0,2,False
ISMCTS,32,10,-11,-3,1,98,29,False
DQN,32,10,59,0,2,145,0,False
Random3,32,10,17,13,4,0,1,False
Random4,32,10,95,13,3,0,2,False
ISMCTS,32,10,-3,8,3,98,30,True
DQN,32,10,49,-10,1,145,0,True
Random3,32,10,17,0,2,0,1,True
Random4,32,10,113,0,4,0,2,True
ISMCTS,33,1,7,7,3,98,30,False
DQN,33,1,8,8,4,146,0,False
Random3,33,1,0,0,1,0,1,False
Random4,33,1,1,0,2,0,2,False
ISMCTS,33,2,17,10,4,99,30,False
DQN,33,2,8,0,1,146,0,False
Random3,33,2,0,0,1,0,1,False
Random4,33,2,7,0,3,0,2,False
ISMCTS,33,3,17,0,2,99,30,False
DQN,33,3,4,-4,1,146,0,False
Random3,33,3,4,4,3,0,1,False
Random4,33,3,23,4,4,0,2,False
ISMCTS,33,4,18,1,2,99,30,False
DQN,33,4,8,4,3,146,0,False
Random3,33,4,23,19,4,0,1,False
Random4,33,4,15,19,1,0,2,False
ISMCTS,33,5,8,-10,1,99,30,False
DQN,33,5,16,8,3,146,0,False
Random3,33,5,28,5,2,0,1,False
Random4,33,5,28,5,4,0,2,False
ISMCTS,33,6,3,-5,1,99,30,False
DQN,33,6,16,0,2,146,0,False
Random3,33,6,36,8,3,0,1,False
Random4,33,6,41,8,4,0,2,False
ISMCTS,33,7,8,5,3,99,30,False
DQN,33,7,9,-7,1,146,0,False
Random3,33,7,54,18,4,0,1,False
Random4,33,7,41,18,2,0,2,False
ISMCTS,33,8,14,6,3,99,30,False
DQN,33,8,9,0,1,146,0,False
Random3,33,8,57,3,2,0,1,False
Random4,33,8,48,3,4,0,2,False
ISMCTS,33,9,14,0,1,99,30,False
DQN,33,9,14,5,3,146,0,False
Random3,33,9,59,2,2,0,1,False
Random4,33,9,57,2,4,0,2,False
ISMCTS,33,10,5,-9,1,99,30,False
DQN,33,10,14,0,2,146,0,False
Random3,33,10,62,3,3,0,1,False
Random4,33,10,79,3,4,0,2,False
ISMCTS,33,11,9,4,1,100,30,False
DQN,33,11,18,4,1,147,0,False
Random3,33,11,66,4,1,0,1,False
Random4,33,11,83,4,1,0,2,False
ISMCTS,33,12,6,-3,1,100,30,False
DQN,33,12,31,13,4,148,0,False
Random3,33,12,71,5,3,0,1,False
Random4,33,12,84,5,2,0,2,False
ISMCTS,33,13,2,-4,1,100,30,False
DQN,33,13,38,7,3,148,0,False
Random3,33,13,84,13,4,0,1,False
Random4,33,13,84,13,2,0,2,False
ISMCTS,33,14,5,3,3,100,30,False
DQN,33,14,52,14,4,149,0,False
Random3,33,14,83,-1,1,0,1,False
Random4,33,14,84,-1,2,0,2,False
ISMCTS,33,15,6,1,2,100,30,False
DQN,33,15,54,2,3,149,0,False
Random3,33,15,96,13,4,0,1,False
Random4,33,15,84,13,1,0,2,False
ISMCTS,33,15,14,8,4,101,31,True
DQN,33,15,55,1,1,149,0,True
Random3,33,15,100,4,3,0,1,True
Random4,33,15,87,4,2,0,2,True
ISMCTS,34,1,-3,-3,1,101,31,False
DQN,34,1,0,0,2,149,0,False
Random3,34,1,5,5,3,0,1,False
Random4,34,1,14,5,4,0,2,False
ISMCTS,34,2,6,9,3,101,31,False
DQN,34,2,-6,-6,1,149,0,False
Random3,34,2,5,0,2,0,1,False
Random4,34,2,27,0,4,0,2,False
ISMCTS,34,3,6,0,1,101,31,False
DQN,34,3,-6,0,1,149,0,False
Random3,34,3,16,11,4,0,1,False
Random4,34,3,32,11,3,0,2,False
ISMCTS,34,4,-3,-9,1,101,31,False
DQN,34,4,15,21,4,150,0,False
Random3,34,4,16,0,2,0,1,False
Random4,34,4,36,0,3,0,2,False
ISMCTS,34,5,-3,0,1,101,31,False
DQN,34,5,22,7,4,151,0,False
Random3,34,5,21,5,3,0,1,False
Random4,34,5,40,5,2,0,2,False
ISMCTS,34,6,-13,-10,1,101,31,False
DQN,34,6,30,8,3,151,0,False
Random3,34,6,21,0,2,0,1,False
Random4,34,6,58,0,4,0,2,False
ISMCTS,34,7,-22,-9,1,101,31,False
DQN,34,7,38,8,3,151,0,False
Random3,34,7,21,0,2,0,1,False
Random4,34,7,75,0,4,0,2,False
ISMCTS,34,8,-22,0,2,101,31,False
DQN,34,8,29,-9,1,151,0,False
Random3,34,8,25,4,3,0,1,False
Random4,34,8,96,4,4,0,2,False
ISMCTS,34,8,-7,15,4,102,32,True
DQN,34,8,32,3,2,151,0,True
Random3,34,8,19,-6,1,0,1,True
Random4,34,8,100,-6,3,0,2,True
ISMCTS,35,1,-6,-6,1,102,32,False
DQN,35,1,18,18,4,152,0,False
Random3,35,1,4,4,3,0,1,False
Random4,35,1,0,4,2,0,2,False
ISMCTS,35,2,-6,0,2,102,32,False
